,0,period
436,"[448, 590, 434, 22, 318]",2010
437,"[464, 434, 292, 180, 22, 330, 605, 318]",2010
438,"[590, 292, 414]",2010
439,"[419, 421, 326, 585, 432, 17]",2011
440,"[168, 213, 432, 295]",2011
441,"[17, 490, 213]",2011
442,"[432, 17, 29, 585]",2011
443,"[585, 17, 405, 295]",2011
444,"[326, 29, 318, 421]",2011
445,"[432, 17, 490, 585]",2011
446,"[326, 585, 398, 432, 17]",2011
447,"[168, 17, 585, 295]",2011
448,"[326, 295, 585, 432, 17, 573]",2011
449,"[432, 17, 448, 326, 295, 168, 585, 490]",2011
450,"[168, 421, 432]",2011
451,"[432, 17, 490, 326]",2011
452,"[168, 17, 585, 432]",2011
453,"[326, 585, 17, 405, 29, 419, 295, 168, 432]",2011
454,"[168, 17, 490]",2011
455,"[168, 17, 326, 432]",2011
456,"[17, 421, 29, 295]",2011
457,"[232, 68, 590]",2011
458,"[432, 17, 213, 585]",2011
459,"[17, 68, 398]",2011
460,"[585, 17, 490, 448]",2011
461,"[168, 17, 29, 295]",2011
462,"[326, 295, 432, 17, 405, 505]",2011
463,"[448, 17, 490, 68, 292, 326, 585, 522]",2011
464,"[17, 29, 318]",2011
465,"[432, 490, 522, 68]",2011
466,"[483, 29, 421]",2011
467,"[432, 17, 29, 326]",2011
468,"[432, 17, 419, 326, 295, 168, 585, 29]",2011
469,"[522, 326]",2011
470,"[490, 68, 414]",2011
471,"[432, 17, 405, 448]",2011
472,"[419, 326, 432, 17, 405]",2011
473,"[168, 17, 585, 326]",2011
474,"[432, 421, 295]",2011
475,"[398, 29, 318]",2011
476,"[432, 17, 68, 326]",2011
477,"[292, 326, 398, 522]",2011
478,"[168, 17, 405, 585]",2011
479,"[585, 17, 326, 448]",2011
480,"[17, 573]",2011
481,"[398, 29, 326]",2011
482,"[17, 419, 405, 326, 295, 168, 585]",2011
483,"[17, 419, 29, 295]",2011
484,"[432, 17, 3, 421]",2011
485,"[17, 490, 68, 573]",2011
486,"[503, 132, 357, 131, 489, 490, 332, 204, 211, 86, 246, 249, 124, 351]",2012
487,"[131, 332, 351, 357, 489, 490, 246, 503, 249, 124]",2012
488,"[131, 503, 472, 489, 490, 332, 83, 211, 86, 246, 88, 124, 318, 351]",2012
489,"[503, 132, 357, 484, 489, 490, 332, 204, 211, 86, 246, 249, 351]",2012
490,"[124, 131, 211, 204, 86, 503, 489, 332]",2012
491,"[503, 132, 357, 131, 489, 332, 204, 211, 83, 86, 246, 280, 249, 88, 124, 351]",2012
492,"[503, 131, 357, 70, 489, 490, 332, 204, 211, 86, 246, 249, 124, 351]",2012
493,"[280, 131, 132, 357, 484, 472, 489, 332, 83, 211, 86, 503, 88, 249, 318, 351]",2012
494,"[503, 484, 357, 131, 70, 520, 489, 332, 211, 83, 86, 246, 280, 249, 124, 351]",2012
495,"[503, 131, 357, 484, 489, 490, 332, 204, 211, 86, 246, 249, 124, 351]",2012
496,"[131, 419, 357, 472, 489, 332, 204, 83, 211, 86, 246, 88, 249, 318, 351]",2012
497,"[131, 132, 357, 472, 520, 489, 332, 83, 211, 86, 246, 88, 249, 351]",2012
498,"[132, 332, 211, 86, 351, 357, 489, 490, 246, 503, 249]",2012
499,"[131, 83, 211, 86, 503, 88, 472, 332]",2012
500,"[503, 132, 357, 131, 484, 489, 490, 332, 204, 211, 86, 246, 249, 351]",2012
501,"[131, 484, 357, 70, 520, 489, 204, 332, 211, 83, 86, 503, 249, 124]",2012
502,"[131, 357, 489, 490, 204, 332, 211, 83, 246, 503, 86, 249, 88, 124, 351]",2012
503,"[460, 80, 16, 282, 415, 543, 228, 562, 376]",2013
504,"[16, 562, 376, 282, 348, 415]",2013
505,"[80, 282, 376, 543]",2013
506,"[16, 460, 228, 348]",2013
507,"[249, 522, 573]",2013
508,"[16, 282, 460, 562]",2013
509,"[16, 80, 228]",2013
510,"[282, 460, 388, 562]",2013
511,"[460, 543, 562, 435, 282, 415]",2013
512,"[415, 16, 562, 282, 348, 543]",2013
513,"[16, 80, 562, 435, 21, 282, 348, 415]",2013
514,"[460, 16, 80, 282, 348, 415, 228, 562, 435]",2013
515,"[318, 415]",2013
516,"[376, 562, 388]",2013
517,"[16, 249, 282, 562]",2013
518,"[228, 16, 80, 562, 376]",2013
519,"[16, 282, 80, 415]",2013
520,"[16, 562, 29, 376, 282, 460, 543, 415]",2013
521,"[16, 562, 228, 348]",2013
522,"[80, 16, 562, 376, 415, 282, 460, 543]",2013
523,"[460, 80, 16, 282, 348, 415, 562, 435, 376]",2013
524,"[543, 29, 415]",2013
525,"[16, 80, 228, 376, 282, 348, 543, 415]",2013
526,"[282, 562, 460, 29]",2013
527,"[80, 282, 562, 415]",2013
528,"[16, 80, 376]",2013
529,"[16, 282, 228, 415]",2013
530,"[460, 80, 435, 376, 282, 415]",2013
531,"[282, 562, 29, 415]",2013
532,"[16, 228, 376, 348]",2013
533,"[80, 282, 348, 415]",2013
534,"[282, 460, 415]",2013
535,"[261, 318]",2014
536,"[326, 261, 222]",2014
537,"[448, 483, 222, 318]",2014
538,"[448, 249, 21]",2014
539,"[483, 237]",2014
540,"[496, 29, 483, 21]",2014
541,"[104, 261, 222]",2014
542,"[528, 483, 21]",2014
543,"[249, 326]",2014
544,"[21, 203, 237]",2014
545,"[483, 21, 222]",2014
546,"[522, 21]",2014
547,"[249, 371, 21]",2014
548,"[528, 261, 237]",2014
549,"[483, 261, 237, 528, 21, 222]",2014
550,"[261, 203, 237]",2014
551,"[483, 261, 222]",2014
552,"[371, 222]",2014
553,"[496, 371, 203, 21]",2014
554,"[496, 21, 326]",2014
555,"[528, 318]",2014
556,"[496, 203, 21, 222]",2014
557,"[496, 573]",2014
558,"[104, 21]",2014
559,"[249, 237]",2014
560,"[528, 203, 21]",2014
561,"[371, 483]",2014
562,"[496, 21, 448]",2014
563,"[528, 326, 222]",2014
564,"[60, 237]",2014
565,"[496, 249, 573, 21]",2014
566,"[261, 21, 222]",2014
567,"[249, 21, 29]",2014
568,"[371, 203]",2014
569,"[371, 318]",2014
570,"[496, 237]",2014
571,"[528, 21, 222]",2014
572,"[528, 261, 21]",2014
573,"[237, 21, 222]",2014
574,"[326, 203, 371, 21, 222]",2014
575,"[261, 371, 237]",2014
576,"[203, 222]",2014
577,"[448, 249, 483]",2014
578,"[249, 483, 21]",2014
579,"[222, 237, 326]",2014
580,"[261, 60, 237, 222]",2014
581,"[249, 222, 21, 318]",2014
582,"[483, 326]",2014
583,"[483, 29]",2014
584,"[237, 318]",2014
585,"[528, 203, 261, 222]",2014
586,"[528, 237, 222]",2014
587,"[249, 483, 318]",2014
588,"[249, 261]",2014
589,"[203, 60]",2014
590,"[496, 60, 222]",2014
591,"[448, 21, 318]",2014
592,"[448, 326]",2014
593,"[326, 21, 222]",2014
594,"[528, 249, 222]",2014
595,"[496, 249]",2014
596,"[528, 371]",2014
597,"[448, 483, 21]",2014
598,"[528, 483, 222]",2014
599,"[193, 227, 581, 103, 105, 298, 511, 426, 76, 112, 177, 466, 308, 119, 439, 189, 63]",2015
600,"[298, 177, 308, 189, 63, 323, 581, 466, 601, 227, 103, 487, 105, 366, 497, 378, 123, 509, 511]",2015
601,"[509, 193, 323, 581, 393, 511, 76, 466, 533, 21, 407, 119, 537, 601, 152, 227, 103, 487, 105, 298, 426, 233, 300, 366, 317, 112, 177, 497, 241, 308, 439, 441, 378, 123, 189, 63]",2015
602,"[393, 407, 537, 298, 177, 308, 439, 441, 189, 63, 581, 466, 601, 103, 487, 105, 233, 366, 497, 119, 378, 123, 509, 511]",2015
603,"[256, 509, 2, 323, 581, 582, 393, 511, 76, 466, 533, 407, 119, 537, 601, 152, 344, 227, 103, 487, 105, 298, 123, 317, 300, 112, 177, 497, 241, 308, 439, 441, 378, 443, 189, 318, 63]",2015
604,"[323, 581, 466, 227, 103, 105, 298, 300, 112, 317, 511]",2015
605,"[298, 300, 317, 323, 581, 582, 466, 601, 227, 103, 487, 105, 366, 112, 497, 378, 123, 509, 511]",2015
606,"[143, 533, 298, 426, 300, 177, 308, 439, 317, 189, 63, 193, 323, 581, 76, 466, 344, 227, 103, 105, 112, 119, 511]",2015
607,"[256, 2, 21, 298, 300, 317, 318, 323, 581, 582, 466, 601, 227, 103, 487, 105, 231, 366, 112, 497, 378, 123, 509, 511]",2015
608,"[509, 193, 581, 582, 393, 511, 76, 466, 407, 119, 601, 537, 227, 103, 487, 105, 298, 233, 426, 366, 112, 177, 497, 308, 443, 439, 441, 378, 123, 189, 63]",2015
609,"[581, 103, 487, 105, 298, 366, 497, 466, 601, 378, 123, 509, 511]",2015
610,"[610, 582, 139, 525, 495, 560, 305, 18, 210, 52, 148, 534, 247, 24, 122, 319]",2016
611,"[610, 525, 495, 560, 305, 18, 52, 534, 247, 24, 122, 125, 445]",2016
612,"[10, 525, 18, 148, 534, 24, 418, 549, 424, 41, 560, 305, 52, 445, 319, 583, 339, 495, 247, 122, 251, 125]",2016
613,"[610, 319, 525, 495, 560, 305, 18, 339, 210, 52, 534, 247, 24, 122, 125, 445]",2016
614,"[418, 610, 582, 583, 424, 41, 525, 560, 305, 18, 339, 534, 247, 24, 122, 251, 125, 445]",2016
615,"[610, 408, 525, 495, 560, 305, 18, 339, 210, 52, 534, 247, 24, 122, 125, 445]",2016
616,"[10, 525, 18, 534, 24, 418, 549, 424, 41, 560, 305, 52, 445, 319, 582, 583, 339, 610, 495, 247, 122, 251, 125]",2016
617,"[196, 73, 10, 139, 525, 18, 210, 339, 534, 24, 408, 610, 549, 424, 41, 495, 560, 305, 52, 125, 247, 122, 251, 445, 319]",2016
618,"[525, 18, 408, 24, 418, 549, 424, 557, 305, 52, 564, 319, 339, 610, 495, 247, 122, 251, 125]",2016
619,"[10, 525, 18, 418, 549, 424, 41, 560, 305, 52, 445, 319, 582, 339, 610, 495, 247, 122, 251, 125]",2016
620,"[610, 196, 408, 525, 557, 495, 560, 305, 210, 18, 52, 339, 534, 247, 24, 122, 125]",2016
621,"[418, 424, 41, 525, 560, 305, 18, 339, 247, 24, 122, 125, 445]",2016
622,"[610, 418, 525, 557, 495, 560, 305, 18, 339, 52, 534, 247, 408, 24, 122, 251, 125, 319]",2016
623,"[515, 517, 141, 526, 15, 400, 401, 279, 30, 159, 550, 551, 561, 433, 67, 328, 461, 212, 599, 471, 352, 610, 380]",2017
624,"[65, 67, 515, 328, 523, 141, 526, 15, 400, 212, 599, 279, 471, 413, 159, 352, 551, 47, 433, 561, 50, 443, 380, 190]",2017
625,"[515, 141, 526, 15, 400, 279, 413, 159, 551, 561, 433, 50, 443, 67, 328, 212, 599, 471, 352, 363, 380]",2017
626,"[352, 67, 515, 599, 551, 328, 141, 15, 561, 212, 471, 380, 30, 159]",2017
627,"[65, 67, 515, 517, 328, 523, 141, 526, 15, 400, 461, 212, 279, 599, 413, 30, 159, 352, 550, 551, 363, 365, 47, 433, 50, 561, 49, 443, 380, 190]",2017
628,"[515, 517, 141, 15, 400, 279, 30, 548, 551, 561, 443, 328, 461, 212, 599, 475, 352, 363, 365, 380]",2017
629,"[515, 517, 141, 15, 400, 279, 30, 159, 551, 561, 50, 443, 190, 67, 328, 461, 212, 471, 599, 352, 363, 365, 380]",2017
630,"[515, 517, 141, 526, 15, 30, 159, 550, 551, 561, 67, 328, 212, 599, 471, 352, 610, 114, 380]",2017
631,"[352, 67, 599, 551, 328, 550, 141, 279, 15, 400, 561, 212, 471, 380]",2017
632,"[352, 65, 610, 548, 550, 523, 365, 141, 15, 561, 212, 279, 154, 380, 30]",2017
633,"[515, 15, 400, 279, 154, 30, 550, 551, 561, 50, 433, 49, 443, 190, 67, 328, 212, 599, 471, 352, 610, 365, 380]",2017
634,"[352, 471, 67, 515, 551, 328, 363, 141, 526, 15, 400, 561, 279, 212, 599, 443, 380, 159]",2017
635,"[517, 141, 15, 400, 279, 30, 548, 550, 551, 561, 50, 49, 190, 67, 328, 461, 212, 471, 475, 352, 363, 380]",2017
636,"[417, 98, 153, 514, 362, 491, 111, 596, 248, 89, 62]",2018
637,"[417, 514, 233, 586, 331, 362, 77, 556, 209, 210, 338, 596, 567, 62, 25, 382]",2018
638,"[417, 514, 233, 586, 331, 362, 77, 556, 272, 209, 210, 596, 567, 62, 25, 382]",2018
639,"[248, 417, 514, 233, 586, 331, 77, 111, 596, 567, 62, 25, 382]",2018
640,"[417, 98, 514, 331, 111, 306, 596, 248, 62]",2018
641,"[514, 596, 248, 233, 362, 77, 62, 111]",2018
642,"[417, 514, 233, 586, 331, 362, 77, 596, 567, 62, 25, 382]",2018
643,"[514, 331, 77, 596, 212, 233, 111, 50, 567, 248, 62]",2018
644,"[248, 417, 514, 233, 586, 331, 77, 111, 50, 596, 184, 567, 62, 25, 382]",2018
645,"[417, 258, 382, 586, 331, 62, 111]",2018
646,"[586, 331, 272, 209, 338, 417, 362, 62, 382]",2018
647,"[417, 382, 514, 98, 153, 296, 233, 362, 331, 459, 77, 111, 209, 596, 567, 184, 25, 62]",2018
648,"[258, 586, 210, 596, 599, 25, 98, 248, 62]",2018
649,"[258, 519, 586, 272, 209, 417, 296, 362, 111, 62, 382]",2018
650,"[258, 586, 596, 599, 417, 233, 111, 248, 62]",2018
651,"[417, 382, 514, 98, 233, 586, 331, 362, 77, 556, 205, 209, 210, 338, 596, 567, 25, 62]",2018
652,"[417, 514, 153, 233, 586, 331, 362, 77, 111, 209, 596, 184, 567, 62, 25, 382]",2018
653,"[514, 331, 77, 596, 567, 62]",2018
654,"[417, 514, 233, 586, 331, 77, 111, 209, 596, 184, 567, 62, 25, 382]",2018
655,"[586, 601, 212, 596, 567, 248, 25, 62]",2018
656,"[601, 417, 514, 596, 212, 248, 153, 62]",2018
657,"[417, 514, 382, 596, 567, 25, 77, 62]",2018
658,"[417, 98, 233, 331, 111, 306, 50, 596, 248, 62]",2018
659,"[514, 98, 233, 362, 331, 459, 77, 111, 596, 212, 567, 62]",2018
660,"[586, 210, 338, 596, 212, 25, 98, 567, 62]",2018
661,"[514, 98, 233, 362, 331, 459, 77, 111, 50, 596, 567, 248, 62]",2018
662,"[514, 98, 596, 567, 233, 362, 62, 111]",2018
663,"[417, 98, 514, 362, 331, 111, 306, 596, 212, 248, 62]",2018
664,"[417, 210, 98, 596, 233, 586, 331, 62]",2018
665,"[248, 417, 514, 153, 233, 586, 331, 362, 77, 209, 596, 212, 567, 62, 25, 382]",2018
