,0,period
1708,"[321, 6, 544, 174, 240, 117, 501, 566, 58]",1996
1709,"[6, 134, 8, 284, 40, 429, 174, 559, 181, 58, 446, 321, 584, 604, 353, 102, 235, 240, 117, 373, 121]",1996
1710,"[6, 262, 8, 530, 284, 38, 40, 43, 46, 559, 54, 58, 574, 321, 584, 592, 602, 347, 604, 609, 99, 117, 379, 126, 385, 130, 136, 394, 395, 404, 411, 170, 429, 174, 179, 436, 181, 446, 191, 447, 455, 458, 470, 476, 485, 240, 498, 507]",1996
1711,"[512, 385, 386, 133, 6, 8, 524, 273, 470, 602, 284, 94, 58, 486, 235, 109, 46, 174, 242, 117, 54, 373, 501, 565, 314, 566, 446, 191]",1996
1712,"[321, 229, 6, 5, 458, 170, 43, 107, 402, 117, 470, 58, 604, 31]",1996
1713,"[6, 40, 136, 109, 243, 117, 181, 121, 58, 411]",1996
1714,"[385, 35, 38, 455, 40, 136, 235, 314, 109, 117, 58, 411, 604]",1996
1715,"[385, 5, 6, 455, 14, 404, 470, 602, 411, 347, 349, 94, 162, 35, 38, 109, 46, 117, 373, 566, 121, 58, 444, 446, 447]",1996
1716,"[512, 6, 395, 411, 559, 566, 446, 447, 321, 458, 592, 470, 602, 347, 94, 353, 107, 240, 117, 373]",1996
1717,"[524, 470, 31, 229, 486, 235, 174, 243, 117, 566]",1996
1718,"[6, 524, 530, 284, 541, 37, 38, 40, 43, 559, 566, 56, 569, 314, 574, 584, 592, 81, 340, 602, 604, 94, 609, 102, 107, 109, 117, 374, 126, 386, 130, 136, 395, 145, 411, 173, 174, 429, 176, 179, 446, 447, 458, 470, 476, 229, 486, 485, 235, 240, 242]",1996
1719,"[35, 446, 38, 262, 8, 584, 46, 14, 174, 240, 117, 470, 602, 121, 58, 411, 94, 191]",1996
1720,"[512, 6, 541, 38, 43, 46, 559, 54, 58, 314, 574, 321, 584, 592, 340, 349, 353, 99, 117, 374, 121, 126, 130, 134, 136, 142, 145, 404, 170, 429, 174, 436, 181, 455, 458, 468, 470, 476, 485, 235, 240, 498, 243]",1996
1721,"[455, 584, 170, 43, 395, 174, 559, 592, 436, 117, 181, 470, 565, 94, 447]",1996
1722,"[235, 206, 31]",1996
1723,"[584, 429, 373, 121, 58, 604]",1996
1724,"[385, 273, 353, 373, 314, 476, 46, 191]",1996
1725,"[385, 6, 524, 602, 31, 235, 109, 181, 121]",1996
1726,"[162, 404, 117, 455, 536, 411, 604, 191]",1996
1727,"[385, 353, 524, 46, 273, 347, 468, 373, 54, 470, 314, 476, 604]",1996
1728,"[385, 6, 486, 314, 269, 592, 373, 501, 470, 121, 602, 604, 191]",1996
1729,"[6, 524, 174, 559, 240, 243, 117, 373, 58, 284]",1996
1730,"[6, 136, 395, 604, 170, 240, 243, 373, 181]",1996
1731,"[6, 592, 402, 349, 162, 559, 436, 181, 447]",1996
1732,"[544, 385, 501, 6, 486, 470, 524, 206]",1996
1733,"[229, 174, 402, 243, 117, 566]",1996
1734,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 530, 404, 536, 411, 284, 541, 37, 38, 40, 170, 43, 173, 46, 559, 174, 176, 179, 436, 181, 54, 566, 56, 569, 58, 314, 444, 446, 447, 574, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 485, 486, 235, 109, 240, 498, 242, 243, 117, 373, 507, 121, 379, 126]",1996
1735,"[38, 455, 40, 136, 235, 559, 240, 592, 436, 373, 58, 604]",1996
1736,"[385, 386, 6, 262, 524, 269, 14, 402, 31, 181, 566, 446, 191, 588, 206, 602, 604, 353, 235, 109, 373, 501, 121]",1996
1737,"[602, 446, 206, 31]",1996
1738,"[512, 385, 5, 6, 262, 8, 133, 395, 524, 14, 273, 402, 530, 404, 411, 284, 541, 162, 38, 170, 43, 173, 174, 559, 436, 181, 566, 565, 314, 58, 446, 447, 321, 455, 584, 458, 592, 470, 602, 347, 476, 349, 94, 229, 102, 235, 109, 240, 117, 373, 121, 379]",1996
1739,"[512, 6, 262, 8, 273, 530, 43, 559, 565, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 109, 117, 373, 379, 385, 402, 404, 411, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229, 235]",1996
1740,"[353, 38, 40, 136, 584, 235, 273, 436, 373, 284, 604]",1996
1741,"[386, 206, 117, 470, 602]",1996
1742,"[6, 262, 404, 604, 40, 109, 559, 373, 444, 446]",1996
1743,"[512, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 404, 536, 411, 541, 38, 40, 43, 173, 46, 559, 174, 176, 179, 436, 566, 54, 56, 58, 314, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 604, 349, 94, 476, 353, 609, 229, 102, 486, 485, 235, 109, 240, 242, 117, 373, 507, 379, 126]",1996
1744,"[321, 353, 102, 6, 40, 584, 476, 43, 174, 240, 117, 373, 602, 411, 604, 191]",1996
1745,"[5, 6, 262, 8, 273, 536, 284, 541, 38, 40, 559, 565, 566, 58, 314, 321, 588, 592, 602, 347, 349, 94, 109, 117, 373, 379, 385, 386, 404, 411, 173, 181, 444, 446, 447, 191, 455, 458, 470, 476, 229, 235]",1996
1746,"[6, 136, 273, 38, 43, 46, 174, 181, 58, 455, 584, 592, 604, 94, 353, 99, 229, 240, 373, 121]",1996
1747,"[446, 170, 395, 524, 14, 592, 402, 373, 602, 541, 94]",1996
1748,"[5, 6, 262, 142, 402, 404, 162, 559, 58, 191, 588, 470, 602, 229, 235, 109, 243, 117, 501]",1996
1749,"[501, 402, 181, 6]",1996
1750,"[38, 8, 46, 174, 240, 559, 592, 117, 181, 602, 284, 604]",1996
1751,"[512, 385, 6, 136, 14, 142, 273, 162, 38, 40, 174, 566, 58, 446, 447, 584, 602, 476, 349, 94, 99, 242, 373, 121]",1996
1752,"[35, 5, 6, 455, 588, 46, 117, 470, 566, 602, 411, 446, 191]",1996
1753,"[512, 5, 262, 530, 536, 26, 35, 38, 40, 43, 46, 566, 58, 574, 584, 588, 602, 604, 109, 117, 373, 121, 126, 130, 386, 133, 136, 145, 411, 162, 429, 174, 179, 444, 446, 191, 455, 458, 468, 470, 476, 485, 229, 235, 498, 242]",1996
1754,"[229, 486, 584, 524, 174, 559, 240, 402, 243, 117, 566, 284]",1996
1755,"[6, 269, 470, 604, 353, 181, 501, 117, 121]",1996
1756,"[512, 6, 8, 524, 14, 530, 536, 26, 541, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 402, 404, 411, 429, 436, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
1757,"[512, 6, 262, 8, 395, 142, 404, 411, 38, 174, 436, 566, 58, 314, 446, 455, 584, 602, 229, 235, 109, 117, 373, 121]",1996
1758,"[192, 386, 6, 584, 588, 81, 340, 470, 602, 26, 411, 541, 94, 353, 609, 99, 229, 486, 43, 46, 174, 117, 56, 446, 447]",1996
1759,"[6, 206, 604, 94, 501, 566, 314, 446, 191]",1996
1760,"[385, 386, 353, 6, 262, 235, 524, 109, 588, 14, 373, 501, 566, 602, 604, 446, 191]",1996
1761,"[385, 38, 6, 262, 235, 314, 273, 436, 117, 566, 373, 58, 476, 541, 446]",1996
1762,"[353, 99, 133, 38, 455, 486, 109, 117, 602, 121, 58, 444, 349, 446]",1996
1763,"[512, 5, 6, 133, 584, 458, 142, 402, 530, 404, 602, 411, 476, 541, 284, 58, 229, 235, 109, 174, 559, 436, 117, 181, 565, 121, 314, 447]",1996
1764,"[386, 269, 206, 402, 602, 446]",1996
1765,"[512, 386, 130, 133, 6, 8, 136, 394, 524, 404, 26, 411, 284, 35, 170, 43, 429, 46, 559, 174, 179, 181, 56, 569, 314, 58, 444, 574, 192, 584, 458, 588, 592, 468, 340, 470, 602, 347, 476, 604, 94, 353, 609, 229, 485, 107, 240, 498, 242, 117, 373, 379, 126]",1996
1766,"[6, 136, 273, 284, 541, 99, 240, 243, 436, 181, 58]",1996
1767,"[386, 109, 602, 446, 31]",1996
1768,"[6, 136, 395, 524, 284, 162, 38, 40, 170, 43, 429, 559, 176, 181, 58, 446, 447, 604, 353, 99, 109, 240, 117, 373]",1996
1769,"[6, 8, 524, 284, 541, 43, 46, 559, 566, 56, 314, 584, 588, 592, 81, 340, 602, 347, 349, 94, 353, 609, 117, 385, 386, 136, 395, 411, 170, 173, 174, 176, 446, 447, 458, 470, 476, 229, 486, 485, 235, 240, 498, 243]",1996
1770,"[385, 5, 6, 455, 136, 458, 404, 468, 470, 602, 411, 347, 349, 94, 353, 35, 99, 38, 102, 40, 170, 109, 46, 429, 117, 566, 373, 58, 507, 444, 446, 447]",1996
1771,"[512, 386, 5, 8, 584, 458, 14, 592, 470, 602, 347, 284, 94, 58, 38, 486, 235, 109, 174, 559, 117, 181, 566, 121, 314, 446]",1996
1772,"[385, 386, 162, 6, 588, 109, 373, 501, 181, 121, 602, 444, 446, 191]",1996
1773,"[544, 314, 206, 31]",1996
1774,"[544, 38, 235, 314, 206, 174, 498, 243, 117, 470, 58, 411, 31]",1996
1775,"[5, 6, 404, 566, 58, 411, 604, 191]",1996
1776,"[512, 6, 8, 395, 411, 284, 559, 436, 566, 446, 458, 592, 470, 602, 347, 604, 476, 94, 353, 240, 117, 373, 501]",1996
1777,"[385, 386, 162, 6, 262, 588, 109, 524, 181, 373, 501, 566, 121, 602, 444, 446, 191]",1996
1778,"[512, 130, 386, 6, 134, 8, 136, 394, 395, 524, 142, 145, 530, 404, 536, 411, 284, 541, 162, 37, 38, 40, 170, 43, 429, 46, 174, 176, 559, 179, 436, 566, 56, 58, 314, 444, 446, 191, 447, 192, 321, 574, 455, 584, 458, 588, 592, 81, 340, 468, 470, 602, 347, 604, 476, 94, 349, 609, 353, 99, 485, 486, 102, 107, 235, 240, 498, 242, 243, 373, 374, 117, 121, 379, 126]",1996
1779,"[353, 385, 6, 314, 524, 14, 559, 273, 117, 566, 58, 284]",1996
1780,"[512, 385, 5, 6, 133, 8, 134, 136, 395, 524, 14, 273, 402, 530, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 46, 179, 436, 181, 566, 565, 56, 314, 58, 446, 447, 321, 455, 584, 458, 588, 592, 470, 602, 347, 476, 349, 94, 353, 229, 102, 235, 109, 240, 117, 373, 121, 379, 126]",1996
1781,"[5, 134, 273, 411, 541, 40, 43, 46, 436, 54, 314, 191, 584, 468, 470, 347, 476, 604, 353, 609, 229, 240, 373, 121]",1996
1782,"[385, 353, 6, 262, 235, 373, 566, 181, 121, 604, 446, 191]",1996
1783,"[130, 38, 262, 40, 455, 43, 179, 117, 58, 476]",1996
1784,"[5, 604, 235, 559, 566, 121, 58, 446, 191]",1996
1785,"[130, 6, 134, 136, 8, 395, 14, 142, 411, 284, 35, 40, 43, 46, 174, 176, 179, 436, 565, 566, 56, 569, 58, 444, 574, 446, 321, 584, 588, 592, 81, 468, 470, 602, 347, 349, 94, 353, 609, 99, 485, 102, 486, 107, 109, 240, 242, 498, 117, 373, 374, 126]",1996
1786,"[385, 162, 386, 5, 6, 262, 206, 273, 117, 470, 602, 541, 191]",1996
1787,"[353, 385, 38, 102, 6, 136, 458, 14, 117, 566, 58, 447]",1996
1788,"[385, 386, 353, 444, 6, 262, 588, 109, 373, 181, 501, 121, 602, 604, 446, 191]",1996
1789,"[512, 5, 8, 584, 458, 14, 592, 470, 602, 347, 284, 604, 94, 35, 58, 38, 102, 235, 109, 174, 559, 240, 46, 181, 566, 117, 121, 314, 507, 446, 191]",1996
1790,"[512, 6, 8, 273, 530, 38, 43, 559, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 109, 117, 373, 379, 402, 404, 411, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229, 235]",1996
1791,"[512, 321, 385, 6, 134, 584, 455, 468, 340, 470, 604, 541, 353, 126, 99, 43, 46, 174, 117, 54, 121, 58, 444, 446, 447]",1996
1792,"[6, 455, 134, 349, 353, 38, 40, 117, 58, 444, 446]",1996
1793,"[385, 38, 6, 458, 235, 174, 243, 117, 470, 501, 58, 31]",1996
1794,"[385, 584, 468, 470, 604, 541, 229, 43, 373, 54]",1996
1795,"[512, 385, 5, 6, 134, 8, 136, 395, 14, 142, 273, 402, 530, 404, 536, 411, 284, 541, 38, 170, 43, 173, 174, 559, 46, 179, 436, 181, 566, 565, 54, 56, 314, 58, 444, 446, 447, 574, 321, 455, 584, 458, 588, 592, 470, 602, 347, 476, 349, 94, 604, 353, 229, 102, 485, 235, 109, 240, 117, 373, 121, 379, 126]",1996
1796,"[243, 117, 262, 58, 235, 559]",1996
1797,"[229, 40, 584, 458, 43, 174, 46, 373, 117, 566, 411, 476, 446, 191]",1996
1798,"[385, 470, 206, 191]",1996
1799,"[353, 38, 584, 235, 46, 174, 240, 559, 592, 181, 121, 58, 347, 284, 94, 604]",1996
1800,"[385, 501, 6, 486, 121, 602, 314, 269]",1996
1801,"[385, 162, 455, 40, 109, 404, 117, 536, 121, 411, 191]",1996
1802,"[512, 130, 38, 40, 43, 235, 46, 145, 468, 470, 58, 444, 126]",1996
1803,"[35, 38, 6, 429, 117, 284, 411, 604, 446, 191]",1996
1804,"[385, 386, 321, 5, 6, 262, 8, 458, 588, 592, 273, 404, 470, 602, 411, 284, 94, 35, 58, 229, 38, 102, 486, 40, 235, 109, 242, 181, 565, 566, 117, 373, 314, 379, 444, 446, 191]",1996
1805,"[385, 321, 386, 5, 6, 584, 136, 395, 273, 470, 602, 284, 541, 94, 229, 38, 170, 43, 235, 173, 174, 559, 109, 240, 243, 436, 117, 373, 56, 314, 447]",1996
1806,"[385, 6, 136, 395, 14, 142, 402, 284, 541, 170, 43, 314, 446, 191, 458, 592, 470, 602, 604, 94, 240, 373, 121]",1996
1807,"[6, 262, 524, 142, 14, 404, 411, 541, 162, 38, 174, 559, 436, 566, 58, 446, 447, 584, 602, 229, 235, 117, 373, 121]",1996
1808,"[5, 6, 8, 273, 26, 40, 43, 559, 565, 584, 602, 347, 604, 349, 94, 353, 109, 117, 373, 379, 126, 386, 136, 394, 395, 404, 411, 170, 174, 179, 436, 181, 446, 455, 470, 476, 229, 235, 240, 498]",1996
1809,"[273, 470, 347, 476, 604, 353, 46, 373, 314, 191]",1996
1810,"[353, 162, 99, 6, 136, 43, 429, 240, 592, 117, 181, 373, 58, 447]",1996
1811,"[162, 6, 262, 117, 94]",1996
1812,"[385, 602, 470, 206]",1996
1813,"[385, 524, 273, 411, 604, 40, 436, 373, 191]",1996
1814,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 273, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 395, 404, 411, 429, 436, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
1815,"[385, 6, 262, 102, 109, 14, 592, 373, 181, 58, 411, 541, 447]",1996
1816,"[192, 385, 5, 6, 455, 136, 458, 404, 468, 470, 602, 411, 347, 349, 94, 353, 99, 38, 102, 40, 486, 170, 107, 109, 46, 429, 242, 117, 566, 373, 58, 444, 446, 447]",1996
1817,"[386, 524, 269, 206, 602, 31, 235, 566, 446]",1996
1818,"[240, 501, 6, 470, 373, 458, 284]",1996
1819,"[512, 6, 8, 524, 14, 26, 284, 541, 43, 565, 54, 56, 58, 314, 574, 584, 588, 81, 602, 347, 94, 353, 102, 109, 117, 373, 121, 379, 126, 386, 133, 134, 136, 142, 402, 404, 411, 176, 179, 444, 446, 191, 192, 468, 470, 486, 498, 242, 507]",1996
1820,"[386, 284, 501]",1996
1821,"[385, 468, 470, 476, 604, 353, 46, 373, 54, 191]",1996
1822,"[385, 602, 109, 206]",1996
1823,"[512, 386, 584, 524, 592, 273, 602, 284, 604, 353, 486, 109, 174, 559, 240, 117, 566, 314, 446]",1996
1824,"[321, 6, 402, 604, 353, 229, 170, 117, 181]",1996
1825,"[38, 6, 235, 314, 395, 174, 176, 240, 592, 404, 117, 436, 566, 536, 602, 58, 411, 446]",1996
1826,"[512, 386, 5, 133, 26, 411, 43, 174, 179, 565, 58, 444, 446, 191, 584, 588, 468, 470, 602, 109, 117, 373, 126]",1996
1827,"[14, 501, 6, 470, 314, 43, 541, 206]",1996
1828,"[353, 162, 99, 6, 136, 559, 592, 145, 402, 243, 436, 181, 284, 349, 447]",1996
1829,"[385, 584, 273, 470, 411, 229, 46, 240, 373, 121, 191]",1996
1830,"[512, 385, 386, 133, 6, 8, 524, 14, 273, 46, 54, 314, 446, 602, 604, 94, 353, 486, 235, 109, 242, 117, 373]",1996
1831,"[262, 6, 206, 602, 31, 501, 566, 121, 446]",1996
1832,"[162, 117, 501, 6]",1996
1833,"[353, 6, 8, 107, 411, 373, 117, 501, 566, 94, 602, 347, 476, 446]",1996
1834,"[6, 524, 284, 541, 38, 40, 43, 46, 566, 56, 314, 584, 588, 592, 81, 340, 602, 347, 604, 94, 609, 107, 374, 126, 386, 130, 136, 395, 145, 411, 429, 179, 446, 458, 470, 485, 486, 235, 240, 242]",1996
1835,"[512, 353, 386, 446, 235, 109, 46, 14, 242, 117, 602, 604, 94]",1996
1836,"[544, 340, 314, 43, 524, 206, 31]",1996
1837,"[14, 35, 46, 566, 58, 446, 458, 468, 470, 602, 347, 94, 353, 486, 102, 109, 242, 117, 121, 507]",1996
1838,"[273, 468, 373, 411, 40, 107, 604, 46]",1996
1839,"[512, 386, 134, 136, 584, 524, 592, 273, 402, 602, 411, 604, 541, 284, 353, 229, 486, 43, 109, 174, 559, 240, 243, 436, 117, 566, 314, 446, 447]",1996
1840,"[386, 6, 136, 26, 411, 43, 174, 179, 565, 446, 191, 455, 584, 470, 602, 604, 94, 353, 229, 109, 498, 117, 373, 126]",1996
1841,"[321, 353, 6, 40, 584, 235, 429, 174, 559, 240, 117, 373, 181, 121, 58, 284, 446, 604]",1996
1842,"[353, 386, 486, 314, 109, 46, 524, 559, 373, 602, 58, 284, 604]",1996
1843,"[243, 501, 6]",1996
1844,"[162, 38, 6, 40, 262, 404, 117, 566, 501, 54, 94, 314, 604, 446, 191]",1996
1845,"[501, 6, 117, 58, 604, 314, 206, 191]",1996
1846,"[544, 524, 559]",1996
1847,"[512, 385, 130, 5, 6, 134, 136, 394, 395, 142, 273, 145, 284, 541, 35, 38, 40, 170, 43, 429, 46, 559, 174, 436, 181, 54, 569, 314, 58, 444, 446, 447, 574, 321, 455, 584, 458, 592, 340, 468, 470, 347, 476, 604, 349, 353, 235, 240, 117, 374, 507, 126]",1996
1848,"[6, 269, 470, 604, 353, 181, 501, 117, 121, 58]",1996
1849,"[512, 321, 130, 6, 262, 8, 455, 584, 395, 136, 592, 347, 476, 604, 94, 38, 40, 43, 429, 174, 559, 240, 179, 436, 117, 181, 56, 58, 446]",1996
1850,"[544, 385, 6, 486, 170, 458, 524, 206, 240, 402, 373, 470, 501, 284]",1996
1851,"[5, 6, 262, 8, 273, 284, 35, 38, 40, 559, 565, 566, 54, 58, 314, 321, 592, 602, 349, 94, 102, 109, 117, 373, 379, 385, 404, 411, 173, 181, 444, 446, 191, 447, 458, 470, 476, 229, 235]",1996
1852,"[6, 592, 284, 349, 243, 117, 121, 58, 444, 447]",1996
1853,"[321, 6, 107, 240, 501, 117]",1996
1854,"[6, 455, 584, 429, 436, 404, 117, 536, 58, 604]",1996
1855,"[512, 6, 262, 8, 273, 530, 43, 559, 566, 58, 314, 321, 584, 592, 602, 347, 349, 94, 109, 117, 373, 121, 379, 385, 402, 404, 411, 170, 173, 174, 436, 181, 446, 447, 455, 458, 470, 476, 229, 240]",1996
1856,"[512, 385, 386, 5, 6, 133, 8, 455, 262, 588, 524, 142, 145, 470, 602, 411, 541, 162, 35, 58, 38, 109, 174, 46, 565, 566, 117, 373, 54, 314, 501, 444, 446, 191]",1996
1857,"[402, 117, 269, 470]",1996
1858,"[6, 8, 584, 458, 447, 273, 404, 411, 476, 284, 353, 35, 99, 229, 102, 40, 43, 174, 46, 242, 117, 373, 181, 566, 314, 446, 191]",1996
1859,"[5, 6, 455, 136, 458, 14, 468, 404, 470, 602, 347, 411, 349, 94, 353, 35, 99, 38, 102, 486, 40, 170, 107, 109, 46, 429, 242, 117, 566, 373, 121, 58, 507, 444, 446, 447]",1996
1860,"[6, 136, 8, 394, 404, 411, 40, 170, 43, 174, 559, 436, 181, 455, 602, 604, 94, 353, 109, 240, 117]",1996
1861,"[512, 385, 130, 386, 5, 6, 134, 8, 136, 133, 395, 524, 142, 273, 402, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 174, 176, 179, 436, 566, 54, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 340, 468, 470, 602, 347, 476, 349, 94, 604, 353, 609, 99, 229, 102, 485, 486, 235, 107, 109, 240, 498, 242, 243, 117, 373, 507, 121, 379, 126]",1996
1862,"[353, 386, 444, 58, 134, 102, 40, 136, 486, 109, 592, 373, 602, 314, 284, 604]",1996
1863,"[191, 501, 6, 470, 602, 559]",1996
1864,"[402, 501, 6, 470, 602, 142, 206, 191]",1996
1865,"[512, 386, 35, 6, 8, 46, 174, 117, 373, 566, 602, 411, 446, 191]",1996
1866,"[353, 386, 99, 58, 6, 584, 588, 429, 373, 602, 181, 121, 314, 604, 541]",1996
1867,"[386, 501, 559]",1996
1868,"[6, 8, 273, 284, 35, 46, 174, 181, 566, 314, 446, 191, 584, 458, 353, 102, 242, 117, 373]",1996
1869,"[321, 385, 6, 262, 8, 455, 584, 136, 574, 14, 592, 530, 404, 602, 411, 604, 485, 38, 170, 46, 179, 436, 117, 181, 54, 126, 507, 446, 447]",1996
1870,"[35, 6, 458, 429, 404, 117, 181, 566, 314, 411, 191]",1996
1871,"[512, 6, 8, 524, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 173, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 273, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 386, 394, 395, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
1872,"[5, 6, 273, 284, 541, 38, 40, 43, 559, 54, 56, 314, 574, 321, 584, 602, 604, 94, 109, 117, 373, 126, 385, 386, 130, 136, 394, 395, 170, 173, 174, 179, 436, 444, 447, 470, 229, 235, 240, 243]",1996
1873,"[455, 136, 584, 395, 592, 470, 604, 284, 94, 353, 99, 102, 170, 43, 429, 174, 559, 240, 179, 243, 117, 436, 54, 56, 181, 565, 447]",1996
1874,"[5, 6, 8, 273, 40, 43, 559, 565, 584, 602, 347, 604, 349, 94, 353, 109, 117, 373, 379, 126, 136, 395, 142, 404, 411, 170, 174, 179, 436, 181, 446, 455, 470, 476, 229, 235, 240, 498, 507]",1996
1875,"[512, 5, 6, 8, 524, 14, 530, 536, 26, 541, 37, 38, 40, 43, 46, 559, 565, 54, 566, 56, 569, 58, 574, 584, 588, 592, 81, 602, 604, 94, 609, 99, 102, 107, 109, 117, 121, 126, 130, 133, 134, 136, 142, 145, 162, 170, 174, 176, 179, 181, 191, 192, 229, 235, 240, 242, 243, 284, 314, 321, 340, 347, 349, 353, 373, 374, 379, 385, 386, 394, 402, 404, 411, 429, 436, 444, 446, 447, 455, 458, 468, 470, 476, 485, 486, 498, 507]",1996
1876,"[134, 584, 468, 347, 411, 353, 107, 46, 240, 373, 191]",1996
1877,"[512, 385, 386, 5, 6, 134, 8, 136, 133, 395, 524, 394, 142, 262, 14, 273, 402, 530, 404, 536, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 176, 179, 436, 181, 54, 566, 565, 56, 58, 314, 444, 446, 447, 321, 455, 584, 458, 588, 592, 81, 470, 602, 347, 476, 349, 94, 604, 353, 229, 102, 486, 235, 109, 240, 498, 117, 373, 121, 379, 126]",1996
1878,"[512, 5, 6, 455, 8, 133, 395, 588, 142, 14, 402, 404, 470, 536, 602, 411, 349, 162, 58, 229, 38, 235, 173, 109, 174, 243, 436, 565, 566, 117, 373, 121, 314, 379, 444, 446]",1996
1879,"[512, 385, 5, 6, 134, 8, 136, 133, 395, 394, 524, 142, 273, 402, 530, 404, 536, 26, 411, 284, 541, 38, 40, 170, 43, 173, 46, 559, 174, 179, 436, 181, 54, 566, 56, 58, 314, 444, 446, 447, 192, 321, 455, 584, 458, 588, 592, 81, 340, 470, 602, 347, 476, 349, 94, 604, 353, 609, 229, 102, 235, 109, 240, 498, 242, 117, 373, 507, 121, 379, 126]",1996
1880,"[512, 6, 8, 524, 14, 26, 284, 541, 43, 565, 56, 58, 314, 574, 584, 588, 81, 602, 347, 94, 353, 102, 109, 117, 373, 379, 126, 386, 133, 134, 136, 142, 402, 404, 411, 176, 179, 181, 444, 446, 192, 468, 470, 486, 498, 242, 507]",1996
1881,"[6, 136, 404, 536, 170, 174, 436, 56, 58, 447, 455, 584, 602, 604, 353, 99, 109, 240, 117]",1996
1882,"[136, 411, 262, 191]",1996
1883,"[314, 604, 206, 191]",1996
1884,"[35, 6, 40, 458, 174, 404, 117, 181, 314, 411]",1996
1885,"[162, 117, 6, 262, 602, 206, 191]",1996
1886,"[512, 386, 5, 133, 35, 38, 46, 174, 566, 58, 446, 191, 584, 458, 468, 470, 602, 604, 235, 109, 242, 117, 373, 121]",1996
1887,"[512, 38, 6, 40, 455, 109, 404, 117, 566, 602, 181, 314, 411, 604, 446, 191]",1996
1888,"[6, 486, 559, 501, 470, 602]",1996
1889,"[321, 6, 8, 584, 395, 14, 592, 470, 602, 347, 284, 411, 94, 349, 102, 486, 43, 109, 174, 240, 436, 117, 566, 373, 56, 565, 58, 446]",1996
1890,"[191, 386, 6, 592, 284, 541, 436, 181, 447]",1996
1891,"[353, 229, 40, 584, 43, 604, 46, 240, 273, 347, 436, 373, 121, 314, 411, 476, 191]",1996
1892,"[353, 284, 102, 38, 411, 604, 446, 191]",1996
1893,"[385, 455, 524, 273, 411, 604, 40, 373, 191]",1996
1894,"[512, 385, 386, 5, 133, 455, 6, 8, 262, 588, 524, 142, 470, 602, 411, 162, 35, 38, 314, 109, 174, 46, 565, 566, 117, 373, 54, 58, 444, 446, 191]",1996
1895,"[385, 130, 5, 524, 273, 145, 411, 541, 40, 43, 436, 54, 314, 584, 468, 470, 476, 604, 609, 229, 107, 240, 373]",1996
1896,"[512, 446, 8, 584, 242, 468, 117, 181, 56, 58, 347, 94]",1996
1897,"[455, 136, 584, 395, 592, 470, 604, 284, 94, 353, 99, 170, 43, 429, 174, 559, 240, 179, 436, 117, 54, 243, 56, 181, 565, 447]",1996
1898,"[512, 386, 8, 395, 524, 530, 411, 541, 38, 170, 444, 446, 321, 584, 592, 602, 94, 235, 373]",1996
1899,"[58, 269, 206]",1996
1900,"[321, 353, 102, 6, 40, 584, 134, 174, 559, 240, 117, 373, 604, 446]",1996
1901,"[385, 6, 486, 524, 142, 373, 470, 501, 602, 314, 541, 446, 191]",1996
1902,"[6, 40, 174, 273, 404, 373, 566, 117, 284, 314, 411, 476, 446, 191]",1996
