,users,period
93,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
94,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
95,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
96,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
97,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
98,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
99,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
100,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
101,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
102,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
103,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
104,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
105,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
106,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
107,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
108,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
109,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
110,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
111,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
112,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
113,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
114,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
115,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
116,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
117,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
118,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
119,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
120,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
121,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
122,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
123,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
124,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
125,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
126,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
127,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
128,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
129,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
130,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
131,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
132,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
133,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
134,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
135,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
136,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
137,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
138,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
139,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
140,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
141,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
142,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
143,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
144,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
145,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
146,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
147,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
148,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
149,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
150,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
151,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
152,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
153,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
154,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
155,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
156,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
157,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
158,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
159,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
160,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
161,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
162,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
163,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
164,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
165,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
166,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
167,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
168,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
169,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
170,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
171,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
172,"102,107,109,117,121,126,130,133,134,136,14,142,145,162,170,173,174,176,179,181,191,206,229,235,240,242,243,26,262,269,273,284,31,314,321,347,349,35,353,37,373,38,385,386,395,40,402,411,429,43,446,458,46,470,486,5,501,524,54,541,544,559,56,58,588,592,6,609,8,81,94,99",1996
0,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
1,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
2,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
3,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
4,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
5,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
6,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
7,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
8,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
9,"120,150,151,171,179,214,270,276,277,302,304,31,32,337,350,364,372,385,437,44,492,521,524,529,589,71,84,90,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan",1997
